input_sd,output_sd
ڇا مڙس بغير رجوع جي طلاق ڏئي سگهي ٿو؟,"شريعت مطابق، مڙس کي بغير ڪنهن رجوع جي طلاق نه ڏيڻي گهرجي۔"
طلاق کان پوءِ ٻيهر نڪاح جي اجازت آهي؟,"ها، عدت گذرڻ کان پوءِ عورت اڳوڻي مڙس سان ٻيهر نڪاح ڪري سگهي ٿي، جيڪڏهن شريعت مطابق حالتون پوريون ٿين۔"
طلاق جي صورت ۾ ٻارن جا حق ڇا آهن؟,"طلاق جي صورت ۾ ٻارن کي نان نفقو، تربيت، محبت ۽ سنڀال جو حق حاصل آهي۔"
طلاق ڪڏهن ڏيڻ گهرجي؟,جڏهن مڙس ۽ زال وچ ۾ مصالحت ممڪن نه رهي ۽ طلاق آخري حل بڻجي وڃي۔
ڇا اسلامي حڪمن کي انسان جي ناقص عقل سان پرکڻ درست آهي؟,اسان انهن لاءِ اسلام جي حڪمت بيان ڪريون ٿا جيڪي انساني عقل سان دين جا حڪم سمجهڻ چاهين ٿا۔
عورت کي طلاق جو حق ڇو نه ڏنو ويو؟,"اسلام عورت کي به خلع جي صورت ۾ طلاق جو اختيار ڏنو آهي، اهو صرف مرد جو حق نه آهي۔"
خلع ڇا آهي؟,خلع اهو طريقيڪار آهي جنهن ۾ عورت شريعت مطابق مڙس کان طلاق وٺي ٿي۔
عدت جي مدت ڇا آهي؟,"عام طور تي ٽي حيض، ۽ جيڪڏهن حمل هجي ته پوءِ ولادت تائين عدت آهي۔"
ڇا عدت دوران عورت گهر مان نڪري سگهي ٿي؟,"ضروري ڪم لاءِ عورت عدت دوران گهر مان نڪري سگهي ٿي، جيئن ته اسپتال وڃڻ يا ڪم تي وڃڻ۔"
خلع ۽ طلاق ۾ فرق ڇا آهي؟,"طلاق مرد طرفان ڏني ويندي آهي، جڏهن ته خلع عورت طرفان ورتي ويندي آهي۔"
عدت ۾ ڪن ڳالهين جو خيال رکڻ ضروري آهي؟,"عدت دوران عورت کي گهر ۾ رهڻ، سينگار کان بچڻ ۽ ٻيهر نڪاح نه ڪرڻ جو خيال رکڻو پوندو۔"
ڇا عورت کي بغير ڪنهن سبب جي طلاق ڏيڻ جو حق حاصل آهي؟,عورت کي بغير ڪنهن سبب جي طلاق ڏيڻ جو حق حاصل ناهي. اسلامي نظام ۾ طلاق جو استعمال ظلمن لاءِ نه پر آخري حل طور هئڻ گهرجي.
ڇا عورت پاڻمرادو طلاق حاصل ڪري سگهي ٿي؟,عورت پاڻمرادو طلاق حاصل نٿي ڪري سگهي. طلاق حاصل ڪرڻ لاءِ شرعي طريقي سان قاضي يا عدالت جي مدد گهربل آهي.
ڇا زال مڙس کان خلع وٺي سگهي ٿي؟,"ها، جيڪڏهن عورت کي سنگين سبب هجي ته هوءَ قاضي آڏو خلع جي درخواست ڏئي سگهي ٿي."
خلع ۽ طلاق ۾ ڇا فرق آهي؟,"طلاق مڙس طرفان ڏني ويندي آهي، جڏهن ته خلع عورت قاضي ذريعي وٺندي آهي."
خلع بعد عدت ڪيتري ٿيندي آهي؟,"خلع بعد عام طور تي عورت ٽي حيض تائين عدت گذاريندي آهي، جيڪڏهن حمل هجي ته پورو حمل."
ڇا خلع کان پوءِ ٻيهر نڪاح ٿي سگهي ٿو؟,"ها، عورت ٻيهر نڪاح ڪري سگهي ٿي، شريعت جي ضابطن جي تحت."
ڇا عدت دوران عورت کي گهر مان ڪڍي سگهون ٿا؟,"نه، عدت دوران عورت کي گهر مان ڪڍڻ شرعي طور ناجائز آهي."
ڇا مڙس زال کي عدت دوران واپس وٺي سگهي ٿو؟,"ها، رجعي طلاق جي صورت ۾ عدت دوران مڙس رجوع ڪري سگهي ٿو."
عدت دوران نان نفقو ڪنهن تي فرض آهي؟,"عدت دوران مڙس تي نان نفقو فرض آهي، خاص ڪري رجعي طلاق جي صورت ۾."
طلاق جي قسم عدت جي مدت تي ڪيئن اثر انداز ٿئي ٿي؟,"طلاق جي قسم (رجعي، بائن، خلع) عدت جي مدت تي اثرانداز ٿيندي آهي."
ڇا زال بغير اجازت مڙس جو گهر ڇڏي سگهي ٿي؟,بغير شرعي سبب جي زال جو مڙس جو گهر ڇڏڻ جائز ناهي.
ڇا مڙس ۽ زال جي تڪرار ۾ بزرگن کي شامل ڪرڻ گهرجي؟,"ها، قرآن پاڪ جي هدايت مطابق ٻنهي ڌرين جي بزرگن کي صلح لاءِ شامل ڪرڻ گهرجي."
ڇا زال کي مڙس تي شڪ ڪرڻ جائز آهي؟,بغير ثبوت مڙس تي شڪ ڪرڻ گناهه آهي.
ڇا تڪرار جي صورت ۾ ڌار ٿيڻ بهتر آهي؟,"نه، ڳالهه ٻولهه ۽ صلح جي ڪوشش ڪرڻ بهتر آهي."
مڙس جي ناراضگي ۾ عورت جي عبادت قبول ٿيندي؟,جيڪڏهن عورت حق تي هجي ته عبادت قبول ٿيندي آهي.
زال جا ڪهڙا فرض آهن؟,"مڙس جي فرمانبرداري، گهر جي سنڀال، پردو وغيره."
مڙس جا ڪهڙا فرض آهن؟,"زال کي نان نفقو ڏيڻ، عزت، محبت ۽ تحفظ مهيا ڪرڻ."
ڇا مڙس زال سان بدتميزي ڪري سگهي ٿو؟,"نه، اسلام خوش اخلاقي ۽ حسن سلوڪ جو حڪم ڏئي ٿو."
طلاق جو بهترين طريقو ڪهڙو آهي؟,هڪ طلاق ڏئي عدت جو انتظار ڪرڻ بهتر آهي.
ڇا عورت طلاق بعد ٻارن جي پرورش ڪري سگهي ٿي؟,"ها، عدالت يا گڏيل رضامندي سان عورت کي ٻارن جي پرورش جو حق ملي سگهي ٿو."
عورت ڪيتري حيض جي ويجهو نٿي اچي سگھي؟,"جيڪڏهن عورت جو وقت گذري ويو هجي، هوء ان کانپوء هن جي ويجهو نٿي اچي سگهي.توڙي جو مڙس هجي، اهو عورت لاء صحيح ناهي ته هن سان گڏ رهڻ لاء."
ڪھڙي عورت لاء طلاق جي عدت  ٽي حيض ھوندي آهي؟,"هڪ عورت لاء جنهن ۾ هڪ حيض آهي، طلاق ٽن حيض آهي."
هڪ عورت جيڪا اڃا تائين ويجهي نه آهي انهي جي ويجهو اچڻ جو اختيار آهي؟,"هڪ عورت جيڪا اڃا مڪمل طور تي جڙيل نه آهي، جيڪڏهن هوء اڪيلائي آهي، ان کي طلاق ڏيڻ جو اختيار نه آهي؛ڇاڪاڻ ته طلاق هن کي ڏنو ويندو."
"ٻئي زال مڙس هڪ جاء تي اڪيلائي ۾ رهن ٿا، ويجهو اچڻ جو اختيار آهي؟","جيڪڏهن هو هڪ هڪڙي هنڌ تي اڪيلائي ۾ هجن، پر مڙس چوي ته مون صحبت نه ڪئي، پوءِ اقرار کانپوء طلاق ڏئي ته رجوع جو اختيار نه رهي ٿو."
ٻه يا وڌيڪ بائن طلاق حاصل ڪرڻ کانپوء ڇا ٿي سگهي ٿو؟,"جيڪڏهن عورت کي ٻه بائن طلاقون مليون هجن ته هوءَ عدت کانپوء ٻيهر شادي ڪري سگهي ٿي، ساڳيو مڙس هجي ته عدت اندر به ڪري سگهجي ٿو."
لکيل طلاق ڇا آهي؟,"طلاق لکڻ، دستخط يا آڱوٺي جي نشان سان به ٿي سگهي ٿي."
زبردستي لکڻ ڇا آهي؟,زبردستي طلاق لکڻ يا دستخط ڪرائڻ سان طلاق واقع نٿي ٿئي.
ڪير طلاق جو حقدار آهي؟,زال مڙس ٻئي ازدواجي ملڪيت ۾ منصفانه حصي جا حقدار آهن.
ڪهڙيون شيون ازدواجي ملڪيت ۾ شامل ٿي سگهن ٿيون؟,شادي دوران حاصل ٿيل اثاثا ۽ قرض ازدواجي ملڪيت ۾ شامل ٿين ٿا.
ڇا ملڪيت حاصل ڪئي وئي آهي ته شادي کان اڳ طلاق آهي؟,شادي کان اڳ حاصل ٿيل ملڪيت الڳ ملڪيت سمجهي وڃي ٿي.
ڇا عدالت ڪنهن پارٽي جي نمائندگي ڪرڻ لاء وڪيل مقرر ڪري سگهان ٿو؟,جيڪڏهن ڪيس ۾ حراست يا تحفظ هجي ته عدالت وڪيل مقرر ڪري سگهي ٿي.
عدالتي فائلون رازدار آهن؟,"ها، فيملي ۽ سپريم ڪورٽ جون فائلون رازداري سان رکيون وڃن ٿيون."
ڇا فيملي قانون سان لاڳاپيل عدالتي فائلون رازداري سان هجن ٿيون؟,"ها، اهي رازداري واريون ٿين ٿيون."
ڇا مون کي پنهنجي نمائندگي ڪرڻ لاء وڪيل جي ضرورت آهي؟,ڪيس جي پيچيدگي تي دارومدار آهي ته وڪيل جي ضرورت پوندي يا نه.
جيڪڏهن مون وٽ عدالت جي تاريخ ھوندي تہ ڇا ٿيندو؟,نوٽيس کي غور سان پڙهڻ گهرجي ۽ مقرر وقت تي عدالت ۾ پيش ٿيڻ گهرجي.
خانداني قانون جي معلومات ڪيئن استعمال ڪري سگهجي ٿي؟,"اهي معلومات رڳو ڄاڻ لاءِ آهن، قانوني صلاح نه آهن."
ظالم کي ڪير مارڻ جي جرئت نه ڪري سگهيو؟,ته ڪو به ڪنهن کي ناحق نه مارڻ جي جرئت نه ڪري.
هڪ مندر ڪيترو زوال پذير ٿيڻ جو حڪم آهي؟,زنا ڪندڙ کي 100 دراڙا ڏيڻ جو حڪم آهي.
پردي جوحڪم ڪنھن کي ڏنو ويو آهي؟,عورتن کي پردي جو حڪم ڏنو ويو آهي.
شادي ڪرڻ جو حڪم ڇا آهي؟,شادي کي آسان بڻائڻ جو حڪم ڏنو ويو آهي ته جيئن زنا عام نه ٿئي.
طلاق ۽ خلع ڪهڙي صورت ۾ جدا سڏبا آهن؟,انهن جي علحدگيء جي فرق ۾ انهن کي قانونين جي وچ ۾ طلاق ۽ طلاق سڏيو ويندو آهي.
طلاق کانپوء ڇا ڪري سگهجي ٿو؟,"جيڪڏھن ڪٿي به، هو انتهاپسندي ۽ تبعيض جو شڪار آهي، جيڪو يا ته مڙس يا عورت کي ان ۾ مظلوم آهي."
ڇا هندوزم ۾ طلاق ڏيڻ جو ڪو طريقو آهي؟,"هندو ۾، ڪنهن به صورت ۾ طلاق وارو طلاق ناهي."
عورتون ڪڏهن طلاق وٺي سگهن ٿيون؟,"عورت طاق طلاق طلاق ۾ گذاريو، پر طلاق جو عمل پورا نه ٿيندو آهي."
طلاق ڇا آهي؟,طلاق هڪ عربي لفظ آهي جنهن جو مطلب آهي کولڻ ۽ ڇڏڻ.
شادي ڇا آهي؟,"شادي هڪ معاهدو آهي، جنهن جو مقصد زال مڙس جي محبت سان گڏ سماجي نظام کي قائم رکڻ آهي."
عورت طلاق ڇو ٿي گهري؟,عورت پنهنجي مڙس جي روئيي کان تنگ اچي طلاق گهري ٿي.
خلع ڪيئن حاصل ڪيو ويندو آهي؟,جيڪڏهن عورت مڙس کان راضي نه هجي ته عدالت مان خلع وٺي سگهي ٿي.
عدالت مان طلاق ۾ ڪيترو وقت لڳي ٿو؟,عدالتي طلاق جي عمل ۾ ڪيترائي مهينا يا سال لڳي سگهن ٿا.
عدالتي خلع لاءِ ڇا شرطون آهن؟,عورت کي ثابت ڪرڻو پوندو ته هوءَ مڙس سان گڏ رهڻ نٿي چاهي.
ڇا خلع رڳو عورت جي مرضي سان ٿئي ٿو؟,"ها، خلع عورت جي مرضي سان ٿئي ٿو، پر عدالت فيصلو ٻڌائي ٿي."
طلاق کانپوءِ ٻارن جي پرورش ڪير ڪندو؟,عدالت ٻارن جي بھلائي کي ڏسي فيصلو ڪري ٿي ته پرورش ڪير ڪندو.
ڇا عورت عدالتي طلاق کانپوءِ ٻي شادي ڪري سگهي ٿي؟,"ها، عدت کان پوءِ عورت ٻي شادي ڪري سگهي ٿي."
ڇا مڙس زبردستي طلاق ڏئي سگهي ٿو؟,"نه، اسلامي شريعت ۾ طلاق سنجيده عمل آهي، جيڪو سوچ ويچار سان ڏنو وڃي."
خلع ۽ طلاق ۾ فرق ڇا آهي؟,"خلع عورت جي طرفان ٿيندو آهي، جڏهن ته طلاق مرد جي طرفان ڏني ويندي آهي."
ڇا اسلام ۾ طلاق پسنديده عمل آهي؟,"اسلام ۾ طلاق ناپسنديده عمل آهي، پر ضرورت پوڻ تي جائز آهي."
خلع کانپوءِ حق مهر جو ڇا ٿئي ٿو؟,خلع جي صورت ۾ عورت کي حق مهر واپس ڪرڻو پوندو آهي.
طلاق رجعي ۽ طلاق بائن ۾ ڇا فرق آهي؟,"طلاق رجعي ۾ رجوع ممڪن آهي، جڏهن ته طلاق بائن ۾ رجوع ممڪن ناهي."
عدالت جي فيصلي کانسواءِ طلاق جي ڇا حيثيت آهي؟,"جيڪڏهن طلاق شرعي اصولن موجب هجي ته اها صحيح آهي، جيتوڻيڪ عدالت مان نه هجي."
خلع کانپوءِ ٻارن جي ذميواري ڪنھن جي آهي؟,عدالت فيصلو ڪري ٿي ته ٻارن جي سٺي پرورش ڪير ڪري سگهي ٿو.
بي بي سي اردو اردو ڇا ڪيو؟,"بي بي سي اردو کي انٽرويو ڏيندي چيو ته سفارشون تيار ڪيون ويون آهن، جيڪي جلد پارليامينٽ ۾ پيش ڪيون وينديون."
طلاق ڇا ٿيندي جيڪڏھن ٽي طلاق گڏ ۾ ڏجن؟,"سوال تي چيو ويو ته ٽي طلاق گڏ ۾ ڏيڻ سان طلاق ٿي ويندي، پر آخري فيصلو عدالت ۾ ڪيو ويندو."
ٽي طلاق گڏ ۾ ڏيڻ تي سزا ڇا آھي؟,"انڊيا جي سپريم ڪورٽ طلاق ثالثہ خلاف دستوري فيصلو ڪيو، پر سزا بابت بل پارليامنٽ ۾ منظور نه ٿيو."
الله انسان کي ڇو پيدا ڪيو؟,الله انسان کي زمين جي خلافت ۽ آبادڪاري لاءِ پيدا ڪيو آھي.
الله تعالي انسان اندر ڇا رکي ٿو؟,الله انسان اندر قدرتي خواهشون ۽ نفسياتي محرڪات رکيا آهن.
جنسي خواهش جي اهميت ڇا آهي؟,انساني نسل جي بقا جنسي خواهش تي منحصر آهي.
ڇا شادي انساني ضرورت آهي؟,انساني نسل جي بقا شادي تي منحصر آهي ۽ اها قدرتي ضرورت پڻ آهي.
پاڪستان ۾ شادي وقت ڪير شاهدي ڏيندو آهي؟,"پاڪستاني قانون موجب شادي وقت پاسي پاسي ڇوڪرو، ڇوڪري ۽ شاهدن جا نالا شامل ڪرڻا پون ٿا."
پاڪستان ۾ لڪيل شادي ڇو ٿيندي آهي؟,"پاڪستان ۾ لڪيل شادي جو رجحان وڌي رهيو آهي، گهڻو ڪري ٻي شادي لاءِ ٿيندي آهي ۽ غير رجسٽرڊ هجڻ سبب طلاق ٿي ته عورت کي مشڪلاتون پيش اچن ٿيون."
شادي جو رجسٽريشن ڇو ضروري آهي؟,"پاڪستاني مشھور دنيا ۾ لڪائي شادي عام ٿي رهي آهي، پر اسلام ۾ شادي کليل ٿيڻ گهرجي ۽ وليمو ضروري آهي."
"فيملي ڪورٽ ايڪٽ، 2015 جي پهرين ٻڌڻي تي ڇا ٿيندو؟",فيملي ڪورٽ پهرين پيشي تي بيوي يا ٻار جي عارضي پيشي منٿ مقرر ڪندي.
مدعي جي دفاع جو حق ڪڏهن ختم ٿيندو؟,جيڪڏهن مدعي چوڏهين ڏينهن اندر قفالت ادا نه ڪري ٿو ته ان جو دفاع جو حق ختم ٿي ويندو.
مسلمانن لاءِ نان ۽ نفقه جي مقدار مقرر ڪرڻ جا بنياد ڪهڙا آهن؟,مسلمان لاءِ نان و نفقہ جي مقدار اسلامي دليلن سان واضح ۽ انصاف بنيادن تي آهي.
ڇا سڳي اولاد جو خرچ جو ذميوار آهي؟,سڳي اولاد جي خرچ والد تي واجب آهي.
والد تي ٻار جي خرچ جو شرط ڇا آھي؟,والد تي خرچ جو ذميوار هجڻ لاءِ هو خوشحال هجي يا پنهنجي خرچ کان وڌيڪ ڪمائي سگهي.
ٻار جو خرچ والد تي ڪڏهن واجب ٿيندو آھي؟,"ٻار جا خرچ والد تي تڏهن لاڳو ٿين جڏهن هو تنگدست، غريب يا بيروزگار هجي."
ڇا ٻار کي تعليم ڏيڻ گهرجي؟,ٻار کي تعليم ڏيڻ ضروري آهي.
ڇا صبح جو سير فائدي مند آهي؟,صبح جو سير صحت لاءِ فائديمند آهي.
ڇا سمھڻ کان اڳ پاڻي پيئڻ گهرجي؟,سمھڻ کان اڳ پاڻي پيئڻ گهرجي.
